Time,Mean measurement error,Mean measurement and model error,Mean estimated distance u-s1,Distance u-s1,All u_x,All u_y,All u_z,All u_hat_x,All u_hat_y,All u_hat_z
2305,2302.2022225161077,1489.3643724065064,1995.987310401998,1691.74537404626,-2730816.659200112,-2128300.3519033226,5935212.780220719,-2731119.940493252,-2128515.18117055,5935005.02577773
2306,2284.1348655142915,1493.617733854206,1982.7885376767158,1691.6599496800563,-2737045.707845124,-2130657.697866079,5931513.8112430135,-2737348.3636933323,-2130872.990520387,5931305.494506139
2307,2229.0972994426697,1497.6016081911328,1899.176748333453,1691.5749150584202,-2743271.6568355244,-2133012.530632682,5927807.412623644,-2743573.7616228387,-2133228.3153035734,5927598.811165902
2308,2327.043522796175,1501.783570729305,2009.7896025767736,1691.4902779370568,-2749493.997589147,-2135364.657842723,5924093.887141468,-2749795.5526819825,-2135581.0256667477,5923884.807343827
2309,2311.3052709009935,1505.8105508106069,2005.5792792311247,1691.4060370752914,-2755712.9730374375,-2137714.171408442,5920373.09038624,-2756013.86221863,-2137931.252050462,5920163.641899301
2310,2399.590910495908,1509.7380289597832,2059.5312257659616,1691.3221898358863,-2761928.575569307,-2140061.068454362,5916645.026924141,-2762228.7285976335,-2140278.8269881927,5916435.102382191
2311,2401.097357710956,1514.0628719638069,2024.9191466605566,1691.2387385958614,-2768140.7975758817,-2142405.3461074876,5912909.7013314115,-2768440.4138193866,-2142623.587727457,5912699.2836952945
2312,2355.154508873716,1518.2497514523907,2064.472546769516,1691.1556830649697,-2774349.6314539993,-2144747.001498622,5909167.118192269,-2774648.8022577986,-2144965.8710836843,5908956.318591166
2313,2421.3636112832874,1522.3806398272725,2066.229739272822,1691.0730248552434,-2780555.0696037086,-2147086.0317614255,5905417.282100388,-2780853.4097240167,-2147305.4424899924,5905206.070618113
2314,2395.3568380005777,1526.4343785379735,2076.8531896537766,1690.9907632476618,-2786757.1044298336,-2149422.4340330022,5901660.197657979,-2787054.8471416617,-2149642.428820486,5901448.638528228
2315,2488.6512703542467,1530.5489205977174,2134.0385530317158,1690.9088967656453,-2792955.977663208,-2151756.2992958366,5897895.717879458,-2793253.0969174206,-2151976.964120648,5897683.424038691
2316,2494.2587694879903,1534.5894952983278,2151.5266447729377,1690.8274297556572,-2799151.1829346744,-2154087.4369027717,5894124.150287594,-2799447.7617675615,-2154308.6646005264,5893911.631837109
2317,2437.0510902179635,1538.9437378875027,2114.8657963116434,1690.7463622664789,-2805342.9621195323,-2156415.937948157,5890345.348206701,-2805638.9319242844,-2156637.6630136296,5890132.218331445
2318,2460.1850498418976,1543.094773044518,2151.4608083265766,1690.665692791974,-2811531.307641242,-2158741.799582708,5886559.316273359,-2811826.5873257197,-2158964.261879595,5886345.734203508
2319,2468.664562962737,1547.1761553773872,2154.3103642853853,1690.5854229501304,-2817716.211923625,-2161065.0189589234,5882766.059135364,-2818010.914639685,-2161288.0026257387,5882552.29377361
2320,2535.669432508591,1551.2666062982564,2196.218942103447,1690.5055535705515,-2823897.6673963265,-2163385.593233143,5878965.581448406,-2824191.77920159,-2163609.2911705067,5878751.431766314
2321,2531.1192490404537,1555.488265539856,2223.040320779981,1690.4260835255495,-2830075.66649384,-2165703.519565178,5875157.887876635,-2830369.0963745127,-2165927.77248984,5874943.237925236
2322,2600.6607154070502,1559.6210899334374,2258.282034401515,1690.3470106498326,-2836250.450007122,-2168018.8882159246,5871342.82946178,-2836543.240694667,-2168243.942934397,5871127.6736896625
2323,2631.3790749406257,1563.90216618869,2315.500259280722,1690.268342958389,-2842421.513532286,-2170331.5100482106,5867520.717860001,-2842713.7770030447,-2170556.9879580373,5867305.058746441
2324,2612.4101531265615,1567.7814085275372,2285.036513960931,1690.1900755209867,-2848589.098009568,-2172641.4754366064,5863691.404419965,-2848880.5983867967,-2172867.5757015888,5863475.345173427
2325,2687.205395957049,1572.048765485838,2329.294609951135,1690.1122099592615,-2854753.195888528,-2174948.7815531944,5859854.893842416,-2855044.1539570363,-2175175.488922585,5859638.600056663
2326,6533.897363790166,1576.293434204904,6197.090231603336,1690.034747826966,-2860913.799624592,-2177253.425573908,5856011.190835909,-2861204.179245209,-2177480.941300812,5855794.363971848
2327,2753.1661306835854,1580.2474391070728,2420.296899234699,1689.9576876538026,-2867070.901677428,-2179555.4046779247,5852160.300117874,-2867360.834901066,-2179783.2543129306,5851942.975168911
2328,2738.714318115009,1584.546040481957,2364.883273337825,1689.8810306088976,-2873224.4945110246,-2181854.7160477,5848302.226414527,-2873513.692815548,-2182083.208604672,5848084.509423415
2329,2738.4563454809277,1588.6374775085412,2380.661363909311,1689.8047775146956,-2879374.570592064,-2184151.3568683546,5844436.974461912,-2879663.0407169047,-2184380.563491096,5844218.822886802
2330,2694.3885581868362,1592.8981455710984,2392.7421122206247,1689.728924363128,-2885521.369619226,-2186445.416569322,5840564.393058521,-2885809.2115088776,-2186675.127836438,5840345.8468268765
2331,2818.650059376862,1597.144835875024,2452.2011975547325,1689.653479272724,-2891664.3894758835,-2188736.70775458,5836684.798558825,-2891951.6478456426,-2188967.004909851,5836465.746945528
2332,2870.1561365165776,1601.1980344963079,2518.7747993187368,1689.5784393831607,-2897803.8700097157,-2191025.319967133,5832798.040068437,-2898090.59043525,-2191256.297432389,5832578.62075043
2333,2823.7285606406826,1605.3217503993662,2493.4289991530595,1689.5038035595246,-2903939.80370752,-2193311.25040626,5828904.122356812,-2904225.866865834,-2193542.846410423,5828684.240586963
2334,2959.5899996785993,1609.5215285118825,2576.0128029575376,1689.429574155859,-2910072.183056649,-2195594.4962731088,5825003.050204607,-2910357.503517663,-2195826.87769387,5824782.843147979
2335,2846.728236573619,1613.6979568697263,2477.6017397156065,1689.355751185599,-2916201.000552294,-2197875.054773414,5821094.828399039,-2916485.7139181895,-2198107.8110140665,5820874.083562443
2336,2960.238299193253,1617.8714975479106,2580.8947764275767,1689.2823346831242,-2922326.248692394,-2200152.9231156027,5817179.461737134,-2922610.587215903,-2200386.301003394,5816958.487845433
2337,2941.9626658029147,1622.0498834855425,2547.8630529866505,1689.2093218791804,-2928448.1662030043,-2202428.1899952763,5813256.797065218,-2928731.720024243,-2202662.1061200327,5813035.236855347
2338,2952.173584614583,1626.3360961567753,2628.6098305218497,1689.1367191116676,-2934566.253000619,-2204700.669551779,5809327.15482873,-2934849.1481265845,-2204935.20248731,5809105.077041077
2339,5341.431453481424,1630.4828968750112,4998.0011681185,1689.0645236235262,-2940680.7479637787,-2206970.4505955875,5805390.382178916,-2940963.071488628,-2207205.6102508316,5805168.007445919
2340,3013.141230130312,1634.682325523888,2658.736603412695,1688.9927377575436,-2946791.643607354,-2209237.5303480956,5801446.483948241,-2947073.3313391064,-2209473.346080058,5801223.830190079
2341,3039.852553254798,1638.8779665049128,2678.050599466822,1688.9213587714958,-2952898.9324528123,-2211501.906034821,5797495.464976498,-2953180.146742915,-2211738.2321121036,5797272.286232176
2342,3206.348014481917,1642.9469786883146,2896.254566222189,1688.8503890406355,-2959002.6070241397,-2213763.5748838843,5793537.330113456,-2959283.0944599225,-2214000.498889439,5793313.503982613
2343,3161.220080467822,1647.0959601512614,2831.412862869204,1688.7798277632621,-2965102.6598510277,-2216022.534127193,5789572.08421679,-2965382.5351272933,-2216260.2212518654,5789348.103262346
2344,3274.992503080202,1651.4183193210972,2928.4179751954202,1688.7096776779265,-2971199.083465695,-2218278.780999273,5785599.732154134,-2971478.1203788947,-2218517.0128800943,5785375.306112736
2345,3225.1972177648263,1655.5098140424077,2886.6901569536863,1688.6399338213062,-2977292.115467401,-2220532.4033514103,5781620.118550612,-2977570.7545830053,-2220771.163193385,5781395.184871144
2346,3199.7511845757117,1659.7872740146076,2845.853624727914,1688.5706033838926,-2983381.258130673,-2222783.217090463,5777633.568504899,-2983659.3467957997,-2223022.7536002463,5777408.164537212
2347,3300.4556955639755,1663.9800813456413,2937.5747691335887,1688.501684528447,-2989466.7492094957,-2225031.310183424,5773639.926945568,-2989744.1038028165,-2225271.429796277,5773414.236514731
2348,3350.9610110025997,1668.1414396364246,2947.9877167678637,1688.4331756533447,-2995548.5812552082,-2227276.679878599,5769639.198774301,-2995825.215935923,-2227517.282410584,5769413.037913857
2349,4030.0730334582604,1672.3192295228223,3643.9381054487067,1688.365078712795,-3001626.7468232615,-2229519.3234274876,5765631.388901697,-3001902.8538208944,-2229760.5360877644,5765404.676304133
2350,3345.3147624425574,1676.5197362897036,2977.504596139102,1688.2973940867196,-3007701.2384739486,-2231759.238085062,5761616.502246839,-3007976.748270521,-2232001.1154409447,5761389.406903992
2351,3465.647750982382,1680.583501050236,3077.4325267080303,1688.2301209684583,-3013772.048772037,-2233996.4211096275,5757594.543737503,-3014046.8982056607,-2234238.8711836394,5757367.065761357
2352,3429153.348019428,1684.7608052139697,3428784.6363324737,1688.1632583871155,-3019839.4143138677,-2236230.9596074168,5753565.356066356,-3020113.702815305,-2236473.892921025,5753337.545328762
2353,21832.23781526291,1689.2343666169495,21475.15697775316,1688.096811753447,-3025902.839470583,-2238462.6710442025,5749529.268381875,-3026176.4456775007,-2238706.3927606796,5749301.0279875435
2354,1580915.7500463254,1693.3418147141554,1580536.5365126058,1688.030777741964,-3031962.560996748,-2240691.642643215,5745486.12367789,-3032235.4045422394,-2240935.882197087,5745257.356927394
2355,5545.9987176436525,1697.5063271851361,5171.265814021075,1687.9651578850928,-3038018.5714733466,-2242917.8716754694,5741435.926918125,-3038290.882001208,-2243162.8693860946,5741206.809400889
2356,3710.9849469006554,1701.6642190995065,3323.662235389632,1687.8999521509245,-3044070.863489343,-2245141.3554166057,5737378.68307268,-3044342.6485182648,-2245386.863584722,5737149.30204059
2357,3609.8149459532983,1705.9483531419721,3261.8294847616644,1687.8351616710752,-3050119.4296357604,-2247362.0911447047,5733314.397121959,-3050390.5152598633,-2247608.019636463,5733084.4675087975
2358,3785.283342874422,1710.2102894409745,3427.054342498313,1687.7707852631866,-3056164.2625100454,-2249580.076141899,5729243.0740537895,-3056434.652774584,-2249826.64475784,5729012.723655218
2359,3799.5177488834247,1714.4174906496107,3451.6495145404583,1687.7068212630563,-3062205.5976908063,-2251795.396763919,5725164.554638295,-3062475.4407616663,-2252042.885552804,5724933.700613705
2360,757063.1776215138,1718.6030627705238,756682.5393865401,1687.6432748337031,-3068242.941677112,-2254007.872046979,5721079.1720528845,-3068512.040517817,-2254256.034951054,5720847.96129824
2361,3979.62261397063,1722.7664998813198,3643.830344902336,1687.580145471403,-3074276.530206773,-2256217.5884641707,5716986.767368202,-3074544.9977256227,-2256466.1148658586,5716755.133895471
2362,1106221.4970913725,1727.037912684323,1105788.8260339603,1687.5174327513967,-3080306.355895573,-2258424.5433111154,5712887.345606594,-3080574.3702063067,-2258673.6615097118,5712655.414938791
2363,4904.438814076286,1731.2119785561285,4511.6653753877035,1687.4551362326604,-3086332.4113626657,-2260628.7338863653,5708780.911799867,-3086599.8375229663,-2260878.373949755,5708548.42706688
2364,5742.696536594054,1735.4456324480009,5331.461366358998,1687.3932558768406,-3092354.6892324425,-2262830.1574920854,5704667.470988007,-3092621.4850550205,-2263080.402508357,5704434.682106558
2365,3958.545520432138,1739.556987473708,3605.251897467796,1687.3317927939995,-3098373.1821339335,-2265028.8114338345,5700547.028219615,-3098639.22316864,-2265279.829612386,5700313.776198378
2366,19923220.034922644,1743.977201149656,19922829.76293175,1687.270747719886,-3104387.882699542,-2267224.6930201007,5696419.588552733,-3104653.3213081756,-2267476.3209098857,5696185.7717666775
2367,1674404.107311585,1748.14239260351,1673976.0174469496,1687.2101183497157,-3110399.0253298194,-2269417.8877434293,5692284.990570468,-3110663.75586636,-2269670.167393373,5692051.004176353
2368,4280.996316317014,1752.412908316166,3901.193610428891,1687.1499091535688,-3116406.1189895985,-2271608.2164472356,5688143.57203179,-3116670.2683458696,-2271861.0721380594,5687909.020555252
2369,5306.453789020548,1756.6217638740088,4928.410092486808,1687.0901197549042,-3122409.398241751,-2273795.764742561,5683995.1718181865,-3122672.8567828764,-2274049.333430137,5683760.247748947
2370,9915.484631030684,1760.8644835610944,9518.815183805618,1687.0307485265082,-3128408.8557382673,-2275980.5299518453,5679839.795021397,-3128671.72810872,-2276234.611401271,5679604.5328826085
2371,4292.4776288408575,1764.9528708730086,3920.018989269475,1686.971796572253,-3134404.484135802,-2278162.509400931,5675677.446741744,-3134666.7884766157,-2278417.077353915,5675441.613485632
2372,9060.268467975679,1769.2259808403128,8709.448456911045,1686.9132646216035,-3140396.2760947687,-2280341.700418736,5671508.132088753,-3140657.8575350153,-2280596.8449399387,5671272.027296127
2373,21046446.944406237,1773.4156953079262,21046042.757162053,1686.8551518096756,-3146384.224282455,-2282518.1003383803,5667331.856179013,-3146645.119591614,-2282774.0742063704,5667095.36500913
2374,7602465.3574834075,1777.8021169118927,7602081.265740233,1686.7974578971086,-3152368.5620514974,-2284691.7938908776,5663148.455693776,-3152628.8711726223,-2284948.260970752,5662911.399747437
2375,3238773.4701288943,1782.0302804198604,3238368.973199736,1686.7401859272882,-3158348.8005575933,-2286862.6035131062,5658958.272377932,-3158608.7186647677,-2287119.5478732777,5658720.849645688
2376,158278.5984016048,1786.1466907926533,157882.90722319926,1686.6833356186714,-3164325.173317313,-2289030.6140551646,5654761.143210011,-3164584.3390573035,-2289288.293811953,5654523.430951784
2377,5111.638107527535,1790.4508980915166,4710.777117611712,1686.6269053327226,-3170297.673017117,-2291195.8228639737,5650557.073340551,-3170556.1705666105,-2291454.042998895,5650318.993582566
2378,5916.13568364228,1794.6275225106026,5496.794499039754,1686.5708985194644,-3176266.2923448333,-2293358.2272886625,5646346.067930984,-3176524.111562829,-2293617.1798808207,5646107.469738929
2379,5289.508415295106,1798.9236839224245,4894.378323219217,1686.515311963856,-3182231.023996743,-2295517.8246831335,5642128.132148673,-3182488.37780357,-2295777.4470466827,5641889.036925159
2380,634157.3633295251,1803.3472310609716,633786.9674314685,1686.4601475263007,-3188191.8606711198,-2297674.6124037295,5637903.271171439,-3188448.3612309694,-2297934.852945071,5637663.719862545
2381,5100.793010758551,1807.4436056014895,4690.483786611593,1686.4054059172047,-3194148.7950719213,-2299828.587810561,5633671.490184958,-3194404.6916868463,-2300089.2566428552,5633431.575757953
2382,16915.477349639044,1811.5406868409675,16490.04662428212,1686.351085418664,-3200102.059339386,-2301979.8347589583,5629432.623707374,-3200357.2569781933,-2302241.2401482034,5629192.429632745
2383,74192.23805501605,1815.8626208572186,73747.58635765538,1686.2971899748352,-3206051.1671663374,-2304128.1775189852,5625187.018015558,-3206305.8622880047,-2304390.171527743,5624946.345655828
2384,11467208.684178712,1820.0756604360033,11466799.335494464,1686.2437174707136,-3211996.350860342,-2306273.700066286,5620934.507922522,-3212250.4486759934,-2306536.1329030916,5620693.3797702985
2385,5391.853253472914,1824.3676835870515,4976.3318333048965,1686.1906685881115,-3217937.6031445437,-2308416.3997747786,5616675.098647909,-3218190.972370375,-2308679.466568413,5616433.632832972
2386,26317224.13092399,1828.6404661924012,26316785.239184372,1686.1380436264571,-3223874.9167465847,-2310556.2740217224,5612408.795420072,-3224127.7350409464,-2310820.006323657,5612167.003031951
2387,516556.5101337724,1832.9685081422438,516160.9265202835,1686.0858424849082,-3229808.2843998657,-2312693.3201881773,5608135.6034751665,-3230060.448749392,-2312957.7852903893,5607893.41368102
2388,6931292.175568523,1837.1283475475266,6930910.861337693,1686.0340662235421,-3235737.698841092,-2314827.5356581183,5603855.528058911,-3235989.1769638765,-2315092.493728797,5603612.736105834
2389,8689594.093035398,1841.4960984583813,8689178.883135226,1685.9827132408493,-3241663.391133921,-2316959.003514964,5599568.40180794,-3241914.2083297693,-2317224.6880950765,5599325.119666127
2390,15193728.125295047,1845.5811235619292,15193287.331631271,1685.9317868510802,-3247584.8772240933,-2319087.549644722,5595274.574941147,-3247835.1197271636,-2319353.809467513,5595031.104797126
2391,2051484.864813538,1849.9188106166698,2051050.8697590462,1685.8812858064305,-3253502.3883444737,-2321213.2572518075,5590973.880388683,-3253751.89127342,-2321480.013673986,5590729.845422966
2392,52137.25761119081,1854.106313332786,51744.66376584546,1685.8312099826928,-3259415.91725211,-2323336.1237344136,5586666.32342941,-3259664.8870986584,-2323603.389193259,5586421.975173605
2393,2157783.275089909,1858.4232707100223,2157323.322802664,1685.7815604535513,-3265325.4567086264,-2325456.146494111,5582351.909350829,-3265573.765426166,-2325724.2738015684,5582107.176754304
2394,1353331.395500531,1862.624684896815,1352888.4660376285,1685.7323382786017,-3271230.9994808286,-2327573.322936055,5578030.643448662,-3271478.7234703777,-2327841.9370097914,5577785.716160426
2395,9573421.812154308,1866.9429532617398,9573019.843965326,1685.6835409836558,-3277132.538340735,-2329687.650469007,5573702.531026817,-3277379.5256640515,-2329956.79626426,5573456.982112954
2396,10619.667356242038,1871.2223241900522,10192.357522190574,1685.6351690251363,-3283030.303261274,-2331799.211399389,5569367.402850719,-3283276.6819885485,-2332069.11073241,5569121.390818604
2397,481307.9140663414,1875.296695790013,480872.47995425656,1685.5872258378297,-3288923.8124689357,-2333907.8332391703,5565025.613061092,-3289169.5985806375,-2334178.365285449,5564779.3633969715
2398,513799907.93506837,1879.706549378189,513799455.9991851,1685.5397098993674,-3294813.2961089234,-2336013.5984168677,5560676.99271463,-3295058.396570831,-2336284.65295936,5560430.273566796
2399,695196.7031381204,1883.928934276861,694727.5985377083,1685.4926218552089,-3300698.7469711136,-2338116.504354575,5556321.547150209,-3300943.0897232527,-2338388.2069408577,5556074.469506348
2400,19170646.52446194,1888.342989621872,19170227.51206665,1685.445960798721,-3306580.157853964,-2340216.5484791854,5551959.281712394,-3306824.1133521404,-2340488.920475978,5551711.843337688
2401,22034817.414258037,1892.6118128763155,22034403.253941048,1685.3997281550908,-3312457.521557541,-2342313.72821991,5547590.201756597,-3312700.686441455,-2342586.7688357388,5547342.189102491
2402,390028.7038527267,1896.6881559346643,389573.7107428323,1685.3539237965501,-3318330.830888089,-2344408.0410099016,5543214.312645714,-3318573.51380557,-2344681.5629512346,5542965.980039468
2403,12195585.026040217,1900.9432679639165,12195113.433828544,1685.308548352085,-3324200.078656531,-2346499.4842857257,5538831.619751232,-3324442.032917794,-2346773.6047165026,5538582.642061707
2404,12551472.510830278,1905.3865766379968,12550992.562099218,1685.263599286667,-3330065.493573913,-2348588.139460328,5534441.951711382,-3330306.7145142844,-2348862.8012704323,5534192.716391325
2405,14084626.382944364,1909.4758713770389,14084156.459533233,1685.2190816927005,-3335926.596508454,-2350673.835916502,5530045.667123058,-3336167.304745128,-2350949.332526653,5529796.094649075
2406,7568522.56783389,1913.7613772747557,7568024.707897043,1685.1749925764445,-3341783.616344749,-2352756.655189739,5525642.594914825,-3342023.7159153167,-2353032.79593946,5525392.640655641
2407,525818.9700603475,1918.0992644259754,525351.9534090384,1685.131333377591,-3347636.545914265,-2354836.5947308973,5521232.740491133,-3347875.96023844,-2355113.2630169927,5520982.418427854
2408,1613052.7217502382,1922.2706500010454,1612628.8222232137,1685.0881031553008,-3353485.3780523012,-2356913.6519939476,5516816.109265665,-3353723.953491736,-2357190.877220956,5516565.447471452
2409,25058421.034151394,1926.6713798195176,25057977.461456444,1685.0453048861236,-3359330.105600071,-2358987.824436705,5512392.706659758,-3359568.124990762,-2359265.7110500103,5512141.626507725
2410,1150021.830131757,1930.9274773536063,1149547.4312738609,1685.0029360693566,-3365170.7214047173,-2361059.1095208405,5507962.538102386,-3365408.2627755394,-2361337.668245737,5507710.966180735
2411,38848238.62514263,1935.2886782615203,38847754.94778216,1684.9609958219005,-3371007.4530559005,-2363127.5878713722,5503525.430383454,-3371244.2497110427,-2363406.675392061,5503273.596194522
2412,1895509.8336963803,1939.507834182366,1895011.8497851528,1684.9194878001365,-3376839.823765876,-2365193.090519646,5499081.745974632,-3377075.8943913965,-2365472.7925288286,5498829.44314217
2413,1496934.9415716017,1943.5979454349517,1496386.3941331198,1684.8784099207244,-3382668.0613014526,-2367255.698214508,5494631.311953412,-3382903.5625033467,-2367536.0103929373,5494378.55322816
2414,3001115.4013991533,1948.2610265600028,3000619.3400850873,1684.8377643685092,-3388492.1585282045,-2369315.4084311733,5490174.133783363,-3388727.0688692164,-2369596.3974040477,5489920.96227307
2415,13514874.224483417,1952.3361940557315,13514398.913478628,1684.7975498058308,-3394312.108318566,-2371372.218649041,5485710.216934968,-3394546.3752548047,-2371653.711282805,5485456.735201457
2416,872661.2553758812,1956.5246271641802,872156.3236718092,1684.7577676245282,-3400127.903547659,-2373426.1263502184,5481239.566888836,-3400361.418195992,-2373708.2281749696,5480985.645039995
2417,50726040.87393791,1960.8117961197734,50725549.72452516,1684.718415298291,-3405939.5370995915,-2375477.129021749,5476762.189130863,-3406172.539948959,-2375759.9651751686,5476507.822518701
2418,5584617.1100771595,1965.2297246610794,5584085.605428588,1684.6794973570497,-3411747.0018587937,-2377525.224152547,5472278.089158889,-3411979.3080898267,-2377808.592418487,5472023.417103953
2419,5122575.269983838,1969.3764292915453,5122032.337541932,1684.6410087343074,-3417550.5241204356,-2379570.4914625655,5467787.091660302,-3417782.1394275497,-2379854.4230366764,5467532.121854593
2420,2352349.9170638137,1973.7310587107465,2351844.341900424,1684.6029547339426,-3423349.62980843,-2381612.7638788302,5463289.5635101115,-3423580.452088764,-2381897.1886345297,5463034.154957007
2421,708557.3007982553,1977.9323938654475,708038.5099105221,1684.5653326205127,-3429144.545396357,-2383652.121245565,5458785.329682321,-3429374.968984025,-2383937.014201773,5458529.599523641
2422,11570724.419906814,1982.3654412055532,11570171.677868856,1684.528144173192,-3434935.2637906238,-2385688.561066487,5454274.395706653,-3435164.8487274335,-2385974.3550803713,5454018.1001068065
2423,7566408.357421966,1986.5002445648604,7565871.091221783,1684.491387626368,-3440721.7779040025,-2387722.080849317,5449756.767120125,-3440950.9493810763,-2388008.305092231,5449500.202777033
2424,13898411.801888663,1990.8030143749434,13897827.022457717,1684.455066318222,-3446504.080653214,-2389752.6781049324,5445232.44946892,-3446732.380832131,-2390039.5562915495,5444975.637137006
2425,12195772.085520973,1995.0393928525943,12195213.951902205,1684.4191773238229,-3452282.164962222,-2391780.3503485243,5440701.448305815,-3452510.014434763,-2392068.044730596,5440444.178700356
2426,45182478.727377184,1999.3989897963047,45181920.01290953,1684.3837199716734,-3458056.255975376,-2393805.1765017286,5436163.586492591,-3458283.387610758,-2394093.4290276826,5435905.879858424
2427,16690357.626885602,2003.6342629471492,16689784.999707446,1684.348698948371,-3463825.8820217038,-2395826.9911617097,5431619.234732041,-3464052.4002881288,-2396115.7837548032,5431361.1500845775
2428,1229721542.402698,2008.0578972144365,1229720990.831927,1684.314111983044,-3469591.2684263713,-2397845.8733752207,5427068.216170676,-3469817.290675806,-2398135.3584428793,5426809.648088403
2429,35414806.782285176,2012.4022710905317,35414228.74872349,1684.2799580978015,-3475352.4081332013,-2399861.820671508,5422510.536394808,-3475577.624162269,-2400151.9504046207,5422251.6966937985
2430,54565509.954990774,2016.5062812157382,54564882.41542557,1684.2462398439945,-3481109.29409062,-2401874.830583202,5417946.200999395,-3481333.883290541,-2402165.522733715,5417686.915292426
2431,19078069.035810176,2020.8714890899885,19077462.777084544,1684.2129558062209,-3486861.9192523025,-2403884.9006465506,5413375.215587573,-3487085.903562992,-2404176.1818792373,5413115.530905835
2432,2765660.2248719116,2025.1955681648374,2765037.8132330626,1684.1801065926138,-3492610.276578583,-2405892.028401904,5408797.585769492,-3492833.506156393,-2406184.029046763,5408537.512594488
2433,111087292.5970976,2029.2772695851434,111086699.07944614,1684.1476931705708,-3498354.3590324023,-2407896.211392306,5404213.317165589,-3498576.9741671784,-2408188.580918434,5403952.832399761
2434,41489672.569929756,2033.7814628257372,41489052.5313921,1684.1157118353635,-3504094.390429871,-2409897.5276224683,5399622.230561522,-3504316.144620221,-2410190.6056308807,5399361.350213141
2435,11276057.362671675,2037.962606675079,11275430.666293044,1684.0841693296902,-3509829.9018817595,-2411895.8136098743,5395024.701008656,-3510051.2439339394,-2412189.426885245,5394763.481158067
2436,60750625.670936756,2042.256793005617,60749985.514471486,1684.0530611560464,-3515561.117386814,-2413891.14748499,5390420.549575949,-3515781.7338763815,-2414185.4695782936,5390158.801450001
2437,30261060.470185127,2046.5750163700395,30260426.508318603,1684.0223882853475,-3521288.0299298707,-2415883.5268056267,5385809.781915749,-3521508.1098363753,-2416178.551809284,5385547.7718165
2438,19394595.487087466,2050.965735556363,19393952.91561965,1683.9921512779822,-3527010.632501937,-2417872.9491335317,5381192.403687817,-3527229.948642519,-2418168.586805246,5380929.996916532
2439,44634934.21956274,2055.157424457618,44634280.725901425,1683.9623514662899,-3532728.9180981293,-2419859.4120336655,5376568.42056099,-3532947.6019451316,-2420155.5161539605,5376305.567681773
2440,32767920.07019715,2059.606411474345,32767269.272316594,1683.9329870498293,-3538442.879721217,-2421842.91307544,5371937.838210329,-3538660.9900450823,-2422139.741476352,5371674.734746827
2441,125434849.73544009,2063.8604858990034,125434179.37448435,1683.904058007763,-3544152.7400067733,-2423823.5294548767,5367300.475619619,-3544370.1865602867,-2424120.8899450293,5367036.962447383
2442,175630483.5808608,2068.025805146058,175629755.55393004,1683.875566080421,-3549858.032532902,-2425801.0993813477,5362656.711618509,-3550074.727739418,-2426099.0328577165,5362392.752085015
2443,82769662.63761558,2072.3298688055247,82768946.85871148,1683.8475108129294,-3555558.980119916,-2427775.7001773594,5358006.365472401,-3555775.0965148164,-2428074.4780240827,5357741.910910352
2444,33535700.179812457,2076.595618031906,33534972.171256036,1683.8198931427355,-3561255.5757909683,-2429747.3294265675,5353349.442889482,-3561470.8515289114,-2430046.5533005637,5353084.709918987
2445,79834264.51520705,2081.0009491116175,79833571.95697987,1683.7927128210129,-3566947.8125742525,-2431715.984716165,5348685.949586263,-3567162.5729314927,-2432015.714428172,5348420.8625279805
2446,21849769.661712617,2085.3404873781938,21849034.460850228,1683.7659688389908,-3572635.6835027193,-2433681.663636794,5344015.8912878325,-3572849.632509369,-2433982.1618185416,5343750.292375963
2447,24372539.074986126,2089.5024650055284,24371799.350243907,1683.7396613380188,-3578319.1816158565,-2435644.363783148,5339339.273726371,-3578532.6753057633,-2435945.4782169857,5339073.413537484
2448,60248480.23713032,2094.008241738115,60247747.797001004,1683.7137915427295,-3583998.5283577363,-2437604.161538762,5334655.914092788,-3584211.258592364,-2437905.922911609,5334389.708945412
2449,31580755.79939295,2098.268265176461,31579998.97800063,1683.6883590028128,-3589673.2597988215,-2439560.8968135794,5329966.194974607,-3589885.561462294,-2439863.167800632,5329699.61410439
2450,4798112646.156047,2102.630249079067,4798111836.748802,1683.6633661015567,-3595343.5975711676,-2441514.646118741,5325269.933841695,-3595555.041448059,-2441817.4996398417,5325002.945975102
2451,160739632.79451558,2106.9118628610477,160738874.79941666,1683.638809851855,-3601009.5347357695,-2443465.4070635755,5320567.13645845,-3601220.3969155564,-2443769.042027497,5320299.741262088
2452,65349382.30969361,2111.1944540279897,65348594.60384327,1683.6146911594758,-3606671.0643575643,-2445413.1772605814,5315857.808598535,-3606881.15133224,-2445717.3401209004,5315590.123979342
2453,11833821.467143234,2115.337986302494,11833056.077469323,1683.591010944338,-3612328.179507475,-2447357.9543261183,5311141.956043148,-3612537.648604639,-2447662.5727363853,5310873.753134465
2454,130825372.60375303,2119.7167272759534,130824605.46985537,1683.5677693276016,-3617980.873262136,-2449299.735880323,5306419.584581278,-3618189.780458291,-2449605.234702495,5306151.227601556
2455,153319864.9371579,2124.0616165900374,153319031.2075928,1683.5449656688618,-3623629.1387030184,-2451238.5195468045,5301690.700010409,-3623837.435753257,-2451544.3769856375,5301421.839260866
2456,94443094.64018156,2128.3821752673134,94442275.47293228,1683.5225997434336,-3629273.195898025,-2453174.3807755555,5296955.117484455,-3629480.8922339156,-2453480.940872277,5296685.913308127
