Time,Mean measurement error,Mean measurement and model error,Mean estimated distance u-s1,Distance u-s1,All u_x,All u_y,All u_z,All u_hat_x,All u_hat_y,All u_hat_z
2457,86415111.66240855,2132.6916668086174,86414254.26875302,1683.5006727580126,-3634912.5838004164,-2455107.16143189,5292213.223857184,-3635119.430648868,-2455414.3657561713,5291943.629413965
2458,81234547.51383953,2136.9871615232596,81233720.11665416,1683.4791852563028,-3640547.5226661195,-2457036.9370934227,5287464.834561407,-3640753.794990197,-2457344.745594585,5287194.798041007
2459,87747119.98650883,2141.3471942385218,87746254.392259,1683.4581369755256,-3646178.00559927,-2458963.7053987975,5282709.955425897,-3646383.6249442627,-2459272.1946437242,5282439.635786556
2460,246974384.86831552,2145.5792460224247,246973533.17418036,1683.4375264466953,-3651804.02570918,-2460887.4639902427,5277948.592287624,-3652008.9301389144,-2461196.418253482,5277677.859340151
2461,115955826.02735567,2149.8426875735327,115954992.42615594,1683.4173549710365,-3657425.5761103467,-2462808.2105135806,5273180.750991801,-3657629.7461651955,-2463117.885147361,5272909.737239154
2462,180293874.96520963,2154.1077809955605,180293014.9674462,1683.397623039199,-3663042.64992247,-2464725.942618237,5268406.437391843,-3663246.316409375,-2465036.262923438,5268135.035654924
2463,177783062.87606794,2158.582764441465,177782152.09447587,1683.3783301561637,-3668655.4659941625,-2466640.734932157,5263625.464871982,-3668858.498048751,-2466951.6121988483,5263353.551437709
2464,3593935804.6467624,2162.9263651812335,3593934913.6680617,1683.3594760947763,-3674263.565829925,-2468552.4310414917,5258838.223994799,-3674466.0134271956,-2468863.894549974,5258565.98972418
2465,638106848.6667255,2167.281807137664,638105930.3846767,1683.3410634444517,-3679867.1684687627,-2470461.1057026237,5254044.528421457,-3680068.922918692,-2470773.2516874378,5253771.947430058
2466,66303006.40309942,2171.569010540335,66302090.58403916,1683.3230884182115,-3685466.2670541145,-2472366.7565803747,5249244.384035707,-3685667.2291254806,-2472679.396799484,5248971.307429845
2467,105281279.62366049,2175.908863291366,105280382.137536,1683.3055542248064,-3691060.8547323765,-2474269.3813424013,5244437.79673144,-3691261.2971432116,-2474582.6477873316,5244164.404344365
2468,117215217.1585712,2180.182184068833,117214297.97316116,1683.2884593983836,-3696650.9246569267,-2476168.977660562,5239624.772409239,-3696850.530963903,-2476482.892522572,5239351.100584767
2469,149286972.1345432,2184.472535880846,149286045.87587842,1683.2718048158715,-3702236.4699863857,-2478065.5432103314,5234805.316977854,-3702435.566736808,-2478380.0961779715,5234531.1807525605
2470,147006670.07158822,2188.8949958160133,147005707.494604,1683.2555893862284,-3707817.4838852184,-2479959.0756710013,5229979.436353702,-3708015.896285021,-2480274.3147996734,5229704.809529366
2471,97442860.57761218,2193.0620606170387,97441912.40855142,1683.2398139226198,-3713394.1837921827,-2481849.6487254617,5225146.941912587,-3713591.984780874,-2482165.2907767976,5224872.119007343
2472,166086397.3816039,2197.4490038688346,166085422.9361523,1683.2244786528322,-3718966.1141618514,-2483737.1079382487,5220308.228426331,-3719163.2460376574,-2484053.564114541,5220032.809017135
2473,236630966.54426435,2201.7335575049,236629998.21341372,1683.2095843561392,-3724533.492625433,-2485621.5271213925,5215463.107545912,-3724730.034562865,-2485938.592650135,5215187.592218771
2474,105176019.26808196,2206.1508939714204,105175053.47363439,1683.1951303371493,-3730096.3123705434,-2487502.903969381,5210611.585218587,-3730292.1648707655,-2487820.5637974343,5210335.698222474
2475,105351159.3966709,2210.5220875323093,105350155.68725766,1683.181116283993,-3735654.566589268,-2489381.2361800554,5205753.667400453,-3735849.797061609,-2489699.579537116,5205477.308148589
2476,156022153.12321532,2214.683306096287,156021209.81812572,1683.1675418536654,-3741208.2484798697,-2491256.5214551827,5200889.360054979,-3741402.631828761,-2491575.2163505494,5200612.702812028
2477,431273622.54842734,2219.088308285151,431272632.38238543,1683.1544094996725,-3746757.3512439155,-2493128.757499497,5196018.669155521,-3746951.0609691446,-2493448.239824601,5195741.474001231
2478,65394662.41545579,2223.33639390384,65393660.663300686,1683.141716198635,-3752302.091073718,-2494998.0171646136,5191141.404331644,-3752495.308927449,-2495318.137024714,5190863.886941157
2479,107093904.81932428,2227.772816560212,107092931.21224424,1683.129464664697,-3757842.0150344274,-2496864.147756084,5186257.964012886,-3758034.491328371,-2497184.866837907,5185980.174712234
2480,146597234.92882577,2232.11655786576,146596214.40962955,1683.117654221312,-3763377.3395128385,-2498727.222255356,5181368.158102233,-3763569.137391684,-2499048.610098412,5181090.05783482
2481,287535678.2588117,2236.2937791816776,287534651.90058696,1683.106282974815,-3768908.057735067,-2500587.2383828275,5176471.992602637,-3769099.2452859986,-2500909.0799835795,5176193.570432251
2482,135196313.66525328,2240.634849540336,135195273.62714857,1683.0953533252057,-3774434.1629323238,-2502444.1938624606,5171569.473525385,-3774624.7611929933,-2502766.590494773,5171290.6168576535
2483,188968552.0070336,2245.1049961326326,188967497.7528079,1683.0848649421505,-3779955.648341766,-2504298.086422074,5166660.60688933,-3780145.574164383,-2504621.2372215437,5166381.441582053
2484,203705111.11963457,2249.350382101925,203704066.2867701,1683.074816708417,-3785472.507206789,-2506148.91379343,5161745.39872062,-3785661.7402609466,-2506472.6891210373,5161465.81648853
2485,1309095176.1069117,2253.6966697951516,1309094100.9135497,1683.0652096490448,-3790984.954457157,-2507996.747991453,5156823.656916829,-3791173.550756839,-2508321.1378203584,5156543.6708967835
2486,264284624.4731034,2257.8837874709175,264283524.64980522,1683.0560442387464,-3796492.5397963333,-2509841.438072057,5151895.783540729,-3796680.5401663077,-2510166.3454663497,5151615.5512847
2487,314574636.6710598,2262.2692296340706,314573576.341681,1683.0473187295756,-3801995.4783537188,-2511683.056181729,5146961.586758728,-3802182.7211491587,-2512008.6685624933,5146680.897975213
2488,351127653.5879772,2266.5951513333957,351126587.3961778,1683.0390359185499,-3807493.76339322,-2513521.6000665426,5142021.072630163,-3807680.244836969,-2513847.6744903494,5141740.039837941
2489,1063018537.5676218,2271.0127199038657,1063017431.3045477,1683.0311934863932,-3812987.388187571,-2515357.0674773934,5137074.247219383,-3813173.445553496,-2515683.8618511525,5136792.940152898
2490,3855075735.8207493,2275.375535488846,3855074644.5203843,1683.0237926581701,-3818476.34601326,-2517189.456168291,5132121.116600243,-3818661.645597122,-2517517.027160639,5131839.267488138
2491,140115755.8549802,2279.8123961930373,140114646.90164235,1683.0168318928565,-3823960.6301536206,-2519018.7638974,5127161.686853355,-3824145.2858611383,-2519346.9020384727,5126879.3861933565
2492,794978323.1987467,2284.04374408584,794977209.3089749,1683.0103135921822,-3829440.233896043,-2520844.9884261033,5122195.964068619,-3829624.1363817602,-2521173.4768290156,5121913.307451585
2493,71380557.26661947,2288.389179789979,71379429.87289494,1683.0042361381372,-3834915.3707158756,-2522668.2008092483,5117223.754174531,-3835098.677726522,-2522997.407624083,5116940.86082874
2494,216996638.99883032,2292.6279335494123,216995561.20248708,1682.9986004992672,-3840385.5933636916,-2524488.2521138634,5112245.463357566,-3840568.163903659,-2524818.0403339555,5111962.231960175
2495,120444493.25499739,2297.1103661648044,120443370.89268734,1682.9934054579012,-3845851.115514214,-2526305.21352627,5107260.897815277,-3846033.109431833,-2526635.646008253,5106977.293416628
2496,375924701.27532053,2301.4008417994773,375923606.7729334,1682.9886525827415,-3851311.9304784597,-2528119.0828232095,5102270.063667974,-3851493.241849354,-2528450.2564100437,5101986.059141832
2497,85564117.79639645,2305.775860671906,85562994.14910293,1682.9843407409408,-3856768.031574324,-2529929.857785581,5097272.967042664,-3856948.6830674517,-2530261.5821691058,5096988.694404564
2498,139163037.15153334,2310.1231277192214,139161908.47787952,1682.9804707204548,-3862219.4121246664,-2531737.5361978128,5092269.61407482,-3862399.3096325845,-2532070.0254377364,5091985.00819442
2499,228474804.1270677,2314.2803474696957,228473706.510079,1682.9770413717645,-3867666.0654589725,-2533542.1158484058,5087260.010906852,-3867845.400303696,-2533875.017729216,5086975.0180005925
2500,88777130.41740683,2318.7099965888883,88775984.58991838,1682.9740535656729,-3873108.203762851,-2535343.666946447,5082243.961759931,-3873286.694480877,-2535677.137097188,5081958.545424972
2501,159897812.12462506,2323.08353975284,159896712.71659994,1682.9715079702078,-3878545.382482873,-2537142.0423286,5077221.876401668,-3878723.541252584,-2537476.266694856,5076936.144719619
2502,165903990.36067274,2327.35867418479,165902863.32061192,1682.9694038681641,-3883977.8140079896,-2538937.3123367396,5072193.559318663,-3884155.2515129084,-2539271.977904574,5071907.456125905
2503,545675345.8880594,2331.713132683001,545674212.4057126,1682.9677408651066,-3889405.4916904205,-2540729.474774429,5067159.01668455,-3889582.0706848204,-2541064.827436134,5066872.545421297
2504,73627311.39196193,2336.0350961937224,73626191.29250236,1682.966518980644,-3894828.408888213,-2542518.527449042,5062118.25468063,-3895004.4373082155,-2542854.4885283774,5061831.493051742
2505,254950426.4996117,2340.4077973578887,254949292.387357,1682.9657390049094,-3900246.5589647,-2544304.4681715886,5057071.279496391,-3900421.841164241,-2544641.0454202695,5056784.279916093
2506,94980004.25084114,2344.7915370908527,94978901.82686423,1682.9654005243337,-3905659.935290215,-2546087.294757274,5052018.0973279,-3905834.608733113,-2546424.567866575,5051730.607766276
2507,382998344.30264187,2349.1882176996473,382997222.6970794,1682.9655043370728,-3911068.531240089,-2547867.0050248452,5046958.7143796645,-3911242.6400606674,-2548204.8967860485,5046670.767999644
2508,249831837.37360004,2353.4648466552253,249830739.22760835,1682.9660486601158,-3916472.557513158,-2549643.6682125726,5041892.932933496,-3916646.012397284,-2549982.1148146586,5041604.74560686
2509,219839412.87481037,2357.8423169949583,219838304.0362459,1682.9670351050515,-3921871.5726691396,-2551417.1391901616,5036821.166820154,-3922044.1683230675,-2551755.997612817,5036532.521909279
2510,342266660.15586764,2362.1168967636595,342265539.6444513,1682.9684618341732,-3927265.7876124787,-2553187.4873294216,5031743.218584732,-3927437.8734935615,-2553527.033937774,5031454.196570681
2511,90112068.78573224,2366.537245054771,90110926.06272176,1682.9703316028717,-3932655.195740123,-2554954.710463792,5026659.094464059,-3932826.4006235655,-2555294.9847993897,5026369.81758572
2512,538426322.5038757,2370.8903018720657,538425221.8753378,1682.9726416613498,-3938039.7904590843,-2556718.8064319207,5021568.80069862,-3938210.4546842608,-2557059.691623821,5021279.165483644
2513,217548642.68069127,2375.286763940473,217547534.42110437,1682.9753935423807,-3943419.565179246,-2558479.773075293,5016472.343539364,-3943589.4973591096,-2558821.2611632273,5016182.418242581
2514,332859320.5994042,2379.689462622847,332858241.4464587,1682.978587225582,-3948794.513318349,-2560237.6082398733,5011369.729243018,-3948963.9138704324,-2560579.720157169,5011079.254541217
2515,115698009.80731687,2383.9095821236965,115696911.95638996,1682.9822222503865,-3954164.844258903,-2561992.3803094174,5006260.758408952,-3954333.4331840537,-2562335.0979685634,5005970.150519154
2516,382210875.932717,2388.2829824104456,382209771.0366764,1682.9862983354928,-3959530.1193144056,-2563743.945942324,5001145.848395167,-3959698.1933457167,-2564087.127636778,5000854.705590695
2517,457010210.31381404,2392.6972621634686,457009097.067892,1682.9908161556823,-3964890.548074117,-2565492.3736562585,4996024.800063259,-3965057.8538255594,-2565836.3645713106,4995733.349430921
2518,328693251.16630083,2397.05812093777,328692162.9165534,1682.9957745100369,-3970246.1239798265,-2567237.661312679,4990897.619699936,-3970412.774460182,-2567582.1777255684,4990605.957584764
2519,73397642.93611845,2401.137624424459,73396577.9748213,1683.0011745309948,-3975596.840477083,-2568979.80677618,4985764.313601563,-3975762.821136771,-2569325.0080813933,4985472.201955879
2520,126994672.5302784,2405.5790155662244,126993624.26602212,1683.0070158061446,-3980942.6910190624,-2570718.807915762,4980624.888070466,-3981108.1881319513,-2571064.6484853956,4980332.450940998
2521,830479819.2224014,2409.7731666083278,830478716.401081,1683.0132990708605,-3986283.6690638238,-2572454.662603923,4975479.349417552,-3986448.477684553,-2572801.084802793,4975186.596939143
2522,564149188.2254925,2414.1609056600487,564148127.6020956,1683.0200219357182,-3991619.768076784,-2574187.3687174786,4970327.703959938,-3991783.8233588976,-2574534.358531849,4970034.625384839
2523,1001616191.642204,2418.602654563238,1001615133.5019177,1683.0271875655587,-3996951.1959222816,-2575916.9936590884,4965169.75038744,-3997114.501546187,-2576264.552045335,4964876.190545821
2524,137503270.88404697,2422.9873629161557,137502278.85076123,1683.0347930593232,-4002277.517091627,-2577643.396141383,4960005.910059937,-4002440.1960761384,-2577991.5405906714,4959712.13712592
2525,342344008.4213372,2427.4062655169273,342342959.1486602,1683.042839576608,-4007598.9396581664,-2579366.6437016693,4954835.981927296,-4007760.9086040542,-2579715.5506441477,4954541.819681644
2526,175152008.77155557,2431.7397790460714,175150978.92224345,1683.0513278666008,-4012915.4571102434,-2581086.734231891,4949659.972337726,-4013076.7644646126,-2581436.343401612,4949365.485082893
2527,80545946.6152395,2436.20517493975,80544967.5457901,1683.0602567017525,-4018227.0629433435,-2582803.665628231,4944477.887645836,-4018387.567515451,-2583153.8003565664,4944183.047922288
2528,250587108.0060024,2440.442478462531,250586091.0834223,1683.0696272111861,-4023533.750657341,-2584517.4357902175,4939289.73421531,-4023693.8453749465,-2584868.0986918653,4938994.500617103
2529,157365530.60683307,2444.831449242674,157364560.57474896,1683.0794377548946,-4028835.5137595367,-2586228.0426217155,4934095.518415981,-4028994.886663517,-2586579.33807592,4933799.926507778
2530,267249229.59751642,2449.1363487938465,267248237.45434776,1683.0896896409884,-4034132.558772562,-2587935.552662614,4928895.037279737,-4034291.2294154107,-2588287.4811883247,4928599.243640905
2531,86550086.78996184,2453.6080745261665,86549112.47129178,1683.100381272243,-4039424.4529968207,-2589639.826432243,4923688.715640446,-4039582.344403181,-2589992.455550203,4923392.526984249
2532,61582409.53180475,2457.7620593506167,61581471.390074454,1683.1115143265697,-4044711.4031650624,-2591340.9306055,4918476.350788962,-4044868.5880123107,-2591694.0905317836,4918179.882830457
2533,184359309.2924973,2462.2223551904904,184358349.05026516,1683.1230867681309,-4049993.4028091086,-2593038.863101895,4913257.9491246445,-4050150.171752067,-2593392.5633665617,4912961.043873083
2534,35343210.51032056,2466.5349301970614,35342268.88190799,1683.1351012888795,-4055270.4454649794,-2594733.621844225,4908033.517056163,-4055426.465284346,-2595087.837418046,4907736.3350073965
2535,85086338.9001407,2471.0503281957513,85085391.64442658,1683.1475558384416,-4060542.5246769516,-2596425.204759885,4902803.060997452,-4060698.069746205,-2596780.1898303023,4902505.262889139
2536,27396541.95284572,2475.3766963827347,27395619.8242622,1683.16045034931,-4065809.633993769,-2598113.6097796443,4897566.587371484,-4065964.1148900567,-2598469.1295395847,4897268.7299638875
